"measuring","weather station","month","time","Air temperature"
"Average","Qaqortoq","December","1999",-5.6
"Average","Qaqortoq","December","2000",-1.6
"Average","Qaqortoq","December","2001",-1.5
"Average","Qaqortoq","December","2002",-0.5
"Average","Qaqortoq","December","2003",-2.5
"Average","Qaqortoq","December","2004",...
"Average","Qaqortoq","December","2005",-2.6
"Average","Qaqortoq","December","2006",-4.3
"Average","Qaqortoq","December","2007",...
"Average","Qaqortoq","December","2008",-5.1
"Average","Qaqortoq","December","2009",-1.5
"Average","Qaqortoq","December","2010",1.8
"Average","Qaqortoq","December","2011",-5.2
"Average","Qaqortoq","December","2012",-0.6
"Average","Qaqortoq","December","2013",-5.8
"Average","Qaqortoq","December","2014",-5.6
"Average","Qaqortoq","December","2015",-6.7
"Average","Qaqortoq","December","2016",-4.5
"Average","Qaqortoq","December","2017",-1.0
"Average","Qaqortoq","December","2018",-1.2
"Average","Qaqortoq","December","2019",...
"Average","Qaqortoq","December","2020",-2.0
"Average","Qaqortoq","December","2021",-0.3
"Average","Narsarsuaq","January","1993",-17.1
"Average","Narsarsuaq","January","1994",-6.3
"Average","Narsarsuaq","January","1995",-11.2
"Average","Narsarsuaq","January","1996",-4.2
"Average","Narsarsuaq","January","1997",-2.4
"Average","Narsarsuaq","January","1998",-2.8
"Average","Narsarsuaq","January","1999",-7.0
"Average","Narsarsuaq","January","2000",-6.3
"Average","Narsarsuaq","January","2001",-8.1
"Average","Narsarsuaq","January","2002",-5.0
"Average","Narsarsuaq","January","2003",0.5
"Average","Narsarsuaq","January","2004",...
"Average","Narsarsuaq","January","2005",...
"Average","Narsarsuaq","January","2006",-8.4
"Average","Narsarsuaq","January","2007",-5.5
"Average","Narsarsuaq","January","2008",-10.8
"Average","Narsarsuaq","January","2009",-4.1
"Average","Narsarsuaq","January","2010",-0.8
"Average","Narsarsuaq","January","2011",-3.8
"Average","Narsarsuaq","January","2012",-5.7
"Average","Narsarsuaq","January","2013",-2.3
"Average","Narsarsuaq","January","2014",...
"Average","Narsarsuaq","January","2015",-9.4
"Average","Narsarsuaq","January","2016",-4.3
"Average","Narsarsuaq","January","2017",-5.3
"Average","Narsarsuaq","January","2018",-5.8
"Average","Narsarsuaq","January","2019",-3.9
"Average","Narsarsuaq","January","2020",-9.8
"Average","Narsarsuaq","January","2021",-0.5
"Average","Narsarsuaq","February","1993",-10.8
"Average","Narsarsuaq","February","1994",-7.7
"Average","Narsarsuaq","February","1995",-8.1
"Average","Narsarsuaq","February","1996",-5.0
"Average","Narsarsuaq","February","1997",-15.7
"Average","Narsarsuaq","February","1998",-10.5
"Average","Narsarsuaq","February","1999",-7.9
"Average","Narsarsuaq","February","2000",-10.4
"Average","Narsarsuaq","February","2001",-7.8
"Average","Narsarsuaq","February","2002",-8.9
"Average","Narsarsuaq","February","2003",-8.2
"Average","Narsarsuaq","February","2004",...
"Average","Narsarsuaq","February","2005",...
"Average","Narsarsuaq","February","2006",-3.3
"Average","Narsarsuaq","February","2007",0.9
"Average","Narsarsuaq","February","2008",-9.4
"Average","Narsarsuaq","February","2009",-2.1
"Average","Narsarsuaq","February","2010",1.3
"Average","Narsarsuaq","February","2011",-4.7
"Average","Narsarsuaq","February","2012",-5.0
"Average","Narsarsuaq","February","2013",-3.5
"Average","Narsarsuaq","February","2014",-5.6
"Average","Narsarsuaq","February","2015",-9.1
"Average","Narsarsuaq","February","2016",-4.5
"Average","Narsarsuaq","February","2017",-4.9
"Average","Narsarsuaq","February","2018",-12.1
"Average","Narsarsuaq","February","2019",-2.8
"Average","Narsarsuaq","February","2020",-8.4
"Average","Narsarsuaq","February","2021",-2.9
"Average","Narsarsuaq","March","1993",-11.3
"Average","Narsarsuaq","March","1994",-8.5
"Average","Narsarsuaq","March","1995",-13.5
"Average","Narsarsuaq","March","1996",-1.7
"Average","Narsarsuaq","March","1997",-7.8
"Average","Narsarsuaq","March","1998",-7.9
"Average","Narsarsuaq","March","1999",-5.4
"Average","Narsarsuaq","March","2000",-8.1
"Average","Narsarsuaq","March","2001",-3.1
"Average","Narsarsuaq","March","2002",-6.7
"Average","Narsarsuaq","March","2003",-2.3
"Average","Narsarsuaq","March","2004",...
"Average","Narsarsuaq","March","2005",...
"Average","Narsarsuaq","March","2006",0.9
"Average","Narsarsuaq","March","2007",-5.3
"Average","Narsarsuaq","March","2008",-4.1
"Average","Narsarsuaq","March","2009",-6.1
"Average","Narsarsuaq","March","2010",-0.1
"Average","Narsarsuaq","March","2011",-5.0
"Average","Narsarsuaq","March","2012",-6.6
"Average","Narsarsuaq","March","2013",0.3
"Average","Narsarsuaq","March","2014",-17.8
"Average","Narsarsuaq","March","2015",-8.8
"Average","Narsarsuaq","March","2016",-2.2
"Average","Narsarsuaq","March","2017",-2.0
"Average","Narsarsuaq","March","2018",-3.6
"Average","Narsarsuaq","March","2019",-3.4
"Average","Narsarsuaq","March","2020",-4.9
"Average","Narsarsuaq","March","2021",-2.1
"Average","Narsarsuaq","April","1993",-1.6
"Average","Narsarsuaq","April","1994",-0.1
"Average","Narsarsuaq","April","1995",-1.6
"Average","Narsarsuaq","April","1996",3.3
"Average","Narsarsuaq","April","1997",1.4
"Average","Narsarsuaq","April","1998",4.7
"Average","Narsarsuaq","April","1999",3.7
"Average","Narsarsuaq","April","2000",1.7
"Average","Narsarsuaq","April","2001",2.0
"Average","Narsarsuaq","April","2002",-0.2
"Average","Narsarsuaq","April","2003",-1.0
"Average","Narsarsuaq","April","2004",...
"Average","Narsarsuaq","April","2005",...
"Average","Narsarsuaq","April","2006",-0.3
"Average","Narsarsuaq","April","2007",1.3
"Average","Narsarsuaq","April","2008",4.6
"Average","Narsarsuaq","April","2009",1.8
"Average","Narsarsuaq","April","2010",3.7
"Average","Narsarsuaq","April","2011",-3.3
"Average","Narsarsuaq","April","2012",3.8
"Average","Narsarsuaq","April","2013",1.5
"Average","Narsarsuaq","April","2014",-1.1
"Average","Narsarsuaq","April","2015",-1.8
"Average","Narsarsuaq","April","2016",4.0
"Average","Narsarsuaq","April","2017",-1.1
"Average","Narsarsuaq","April","2018",2.0
"Average","Narsarsuaq","April","2019",...
"Average","Narsarsuaq","April","2020",2.0
"Average","Narsarsuaq","April","2021",3.5
"Average","Narsarsuaq","May","1993",2.8
"Average","Narsarsuaq","May","1994",6.0
"Average","Narsarsuaq","May","1995",6.2
"Average","Narsarsuaq","May","1996",7.2
"Average","Narsarsuaq","May","1997",6.5
"Average","Narsarsuaq","May","1998",6.7
"Average","Narsarsuaq","May","1999",5.3
"Average","Narsarsuaq","May","2000",4.5
"Average","Narsarsuaq","May","2001",5.5
"Average","Narsarsuaq","May","2002",6.7
"Average","Narsarsuaq","May","2003",6.0
"Average","Narsarsuaq","May","2004",...
"Average","Narsarsuaq","May","2005",...
"Average","Narsarsuaq","May","2006",6.2
"Average","Narsarsuaq","May","2007",5.4
"Average","Narsarsuaq","May","2008",7.9
"Average","Narsarsuaq","May","2009",4.3
"Average","Narsarsuaq","May","2010",10.6
"Average","Narsarsuaq","May","2011",3.9
"Average","Narsarsuaq","May","2012",...
"Average","Narsarsuaq","May","2013",3.6
"Average","Narsarsuaq","May","2014",6.9
"Average","Narsarsuaq","May","2015",2.9
"Average","Narsarsuaq","May","2016",6.4
"Average","Narsarsuaq","May","2017",7.1
"Average","Narsarsuaq","May","2018",2.0
"Average","Narsarsuaq","May","2019",9.4
"Average","Narsarsuaq","May","2020",7.8
"Average","Narsarsuaq","May","2021",6.1
"Average","Narsarsuaq","June","1993",10.1
"Average","Narsarsuaq","June","1994",6.9
"Average","Narsarsuaq","June","1995",8.3
"Average","Narsarsuaq","June","1996",9.4
"Average","Narsarsuaq","June","1997",9.6
"Average","Narsarsuaq","June","1998",10.6
"Average","Narsarsuaq","June","1999",7.2
"Average","Narsarsuaq","June","2000",10.0
"Average","Narsarsuaq","June","2001",9.5
"Average","Narsarsuaq","June","2002",9.3
"Average","Narsarsuaq","June","2003",10.4
"Average","Narsarsuaq","June","2004",...
"Average","Narsarsuaq","June","2005",...
"Average","Narsarsuaq","June","2006",8.1
"Average","Narsarsuaq","June","2007",10.8
"Average","Narsarsuaq","June","2008",10.8
"Average","Narsarsuaq","June","2009",8.9
"Average","Narsarsuaq","June","2010",11.1
"Average","Narsarsuaq","June","2011",10.0
"Average","Narsarsuaq","June","2012",11.4
"Average","Narsarsuaq","June","2013",8.4
"Average","Narsarsuaq","June","2014",10.6
"Average","Narsarsuaq","June","2015",9.5
"Average","Narsarsuaq","June","2016",11.2
"Average","Narsarsuaq","June","2017",10.2
"Average","Narsarsuaq","June","2018",8.3
"Average","Narsarsuaq","June","2019",10.9
"Average","Narsarsuaq","June","2020",8.4
"Average","Narsarsuaq","June","2021",9.6
"Average","Narsarsuaq","July","1993",10.1
"Average","Narsarsuaq","July","1994",11.1
"Average","Narsarsuaq","July","1995",10.5
"Average","Narsarsuaq","July","1996",10.2
"Average","Narsarsuaq","July","1997",10.6
"Average","Narsarsuaq","July","1998",10.4
"Average","Narsarsuaq","July","1999",10.8
"Average","Narsarsuaq","July","2000",10.8
"Average","Narsarsuaq","July","2001",10.1
"Average","Narsarsuaq","July","2002",10.0
"Average","Narsarsuaq","July","2003",11.8
"Average","Narsarsuaq","July","2004",...
"Average","Narsarsuaq","July","2005",...
"Average","Narsarsuaq","July","2006",10.5
"Average","Narsarsuaq","July","2007",12.2
"Average","Narsarsuaq","July","2008",12.0
"Average","Narsarsuaq","July","2009",12.3
"Average","Narsarsuaq","July","2010",11.7
"Average","Narsarsuaq","July","2011",12.0
"Average","Narsarsuaq","July","2012",13.0
"Average","Narsarsuaq","July","2013",10.0
"Average","Narsarsuaq","July","2014",11.4
"Average","Narsarsuaq","July","2015",11.2
"Average","Narsarsuaq","July","2016",12.5
"Average","Narsarsuaq","July","2017",10.4
"Average","Narsarsuaq","July","2018",9.8
"Average","Narsarsuaq","July","2019",11.9
"Average","Narsarsuaq","July","2020",11.4
"Average","Narsarsuaq","July","2021",10.9
"Average","Narsarsuaq","August","1993",9.7
"Average","Narsarsuaq","August","1994",9.4
"Average","Narsarsuaq","August","1995",9.5
"Average","Narsarsuaq","August","1996",8.2
"Average","Narsarsuaq","August","1997",8.9
"Average","Narsarsuaq","August","1998",8.6
"Average","Narsarsuaq","August","1999",10.4
"Average","Narsarsuaq","August","2000",9.6
"Average","Narsarsuaq","August","2001",10.3
"Average","Narsarsuaq","August","2002",9.2
"Average","Narsarsuaq","August","2003",11.6
"Average","Narsarsuaq","August","2004",...
"Average","Narsarsuaq","August","2005",...
"Average","Narsarsuaq","August","2006",10.1
"Average","Narsarsuaq","August","2007",...
"Average","Narsarsuaq","August","2008",9.8
"Average","Narsarsuaq","August","2009",10.4
"Average","Narsarsuaq","August","2010",11.0
"Average","Narsarsuaq","August","2011",10.4
"Average","Narsarsuaq","August","2012",9.9
"Average","Narsarsuaq","August","2013",9.4
"Average","Narsarsuaq","August","2014",10.5
"Average","Narsarsuaq","August","2015",10.1
"Average","Narsarsuaq","August","2016",10.9
"Average","Narsarsuaq","August","2017",9.4
"Average","Narsarsuaq","August","2018",8.9
"Average","Narsarsuaq","August","2019",10.8
"Average","Narsarsuaq","August","2020",10.0
"Average","Narsarsuaq","August","2021",10.7
"Average","Narsarsuaq","September","1993",7.0
"Average","Narsarsuaq","September","1994",5.0
"Average","Narsarsuaq","September","1995",6.3
"Average","Narsarsuaq","September","1996",7.2
"Average","Narsarsuaq","September","1997",6.2
"Average","Narsarsuaq","September","1998",6.9
"Average","Narsarsuaq","September","1999",5.0
"Average","Narsarsuaq","September","2000",6.7
"Average","Narsarsuaq","September","2001",7.7
"Average","Narsarsuaq","September","2002",7.1
"Average","Narsarsuaq","September","2003",7.2
"Average","Narsarsuaq","September","2004",...
"Average","Narsarsuaq","September","2005",...
"Average","Narsarsuaq","September","2006",6.6
"Average","Narsarsuaq","September","2007",6.2
"Average","Narsarsuaq","September","2008",4.7
"Average","Narsarsuaq","September","2009",4.5
"Average","Narsarsuaq","September","2010",8.4
"Average","Narsarsuaq","September","2011",...
"Average","Narsarsuaq","September","2012",6.7
"Average","Narsarsuaq","September","2013",5.1
"Average","Narsarsuaq","September","2014",5.9
"Average","Narsarsuaq","September","2015",6.2
"Average","Narsarsuaq","September","2016",6.0
"Average","Narsarsuaq","September","2017",5.6
"Average","Narsarsuaq","September","2018",5.0
"Average","Narsarsuaq","September","2019",7.0
"Average","Narsarsuaq","September","2020",4.9
"Average","Narsarsuaq","September","2021",5.2
"Average","Narsarsuaq","October","1993",3.5
"Average","Narsarsuaq","October","1994",2.3
"Average","Narsarsuaq","October","1995",0.1
"Average","Narsarsuaq","October","1996",-0.8
"Average","Narsarsuaq","October","1997",3.2
"Average","Narsarsuaq","October","1998",-0.3
"Average","Narsarsuaq","October","1999",1.8
"Average","Narsarsuaq","October","2000",-0.8
"Average","Narsarsuaq","October","2001",1.9
"Average","Narsarsuaq","October","2002",2.7
"Average","Narsarsuaq","October","2003",5.8
"Average","Narsarsuaq","October","2004",...
"Average","Narsarsuaq","October","2005",...
"Average","Narsarsuaq","October","2006",2.3
"Average","Narsarsuaq","October","2007",2.6
"Average","Narsarsuaq","October","2008",-0.8
"Average","Narsarsuaq","October","2009",1.8
"Average","Narsarsuaq","October","2010",4.6
"Average","Narsarsuaq","October","2011",-0.8
"Average","Narsarsuaq","October","2012",4.5
"Average","Narsarsuaq","October","2013",2.8
"Average","Narsarsuaq","October","2014",0.6
"Average","Narsarsuaq","October","2015",0.4
"Average","Narsarsuaq","October","2016",-0.1
"Average","Narsarsuaq","October","2017",1.6
"Average","Narsarsuaq","October","2018",-0.8
"Average","Narsarsuaq","October","2019",3.8
"Average","Narsarsuaq","October","2020",2.1
"Average","Narsarsuaq","October","2021",1.6
"Average","Narsarsuaq","November","1993",-8.2
"Average","Narsarsuaq","November","1994",-1.6
"Average","Narsarsuaq","November","1995",0.3
"Average","Narsarsuaq","November","1996",-5.8
"Average","Narsarsuaq","November","1997",-4.3
"Average","Narsarsuaq","November","1998",...
"Average","Narsarsuaq","November","1999",-3.8
"Average","Narsarsuaq","November","2000",-5.9
"Average","Narsarsuaq","November","2001",-2.7
"Average","Narsarsuaq","November","2002",0.8
"Average","Narsarsuaq","November","2003",-2.6
"Average","Narsarsuaq","November","2004",...
"Average","Narsarsuaq","November","2005",...
"Average","Narsarsuaq","November","2006",-5.2
"Average","Narsarsuaq","November","2007",-1.8
"Average","Narsarsuaq","November","2008",-2.6
"Average","Narsarsuaq","November","2009",-4.5
"Average","Narsarsuaq","November","2010",2.5
"Average","Narsarsuaq","November","2011",-6.9
"Average","Narsarsuaq","November","2012",-1.4
"Average","Narsarsuaq","November","2013",-2.4
"Average","Narsarsuaq","November","2014",-2.3
"Average","Narsarsuaq","November","2015",-8.0
"Average","Narsarsuaq","November","2016",-2.7
"Average","Narsarsuaq","November","2017",-1.0
"Average","Narsarsuaq","November","2018",-1.6
"Average","Narsarsuaq","November","2019",0.2
"Average","Narsarsuaq","November","2020",-4.4
"Average","Narsarsuaq","November","2021",-2.6
"Average","Narsarsuaq","December","1993",-11.5
"Average","Narsarsuaq","December","1994",-13.5
"Average","Narsarsuaq","December","1995",-4.2
"Average","Narsarsuaq","December","1996",-6.3
"Average","Narsarsuaq","December","1997",-2.1
"Average","Narsarsuaq","December","1998",...
"Average","Narsarsuaq","December","1999",-8.9
"Average","Narsarsuaq","December","2000",-3.6
"Average","Narsarsuaq","December","2001",-3.0
"Average","Narsarsuaq","December","2002",-0.8
